X,Y,FID,Date,Sample_ID,Parameter,Results,Units,CAS,HRV,Units1,HRV_Types,Name,Description,Address,City_1,State,Zip
-93.256189686,44.915670447,1413,Aug14,1271Aug14,Chloromethane,0.47,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,4821 13th Ave S,Minneapolis,MN,55418
-93.256189686,44.915670447,1414,Aug14,1271Aug14,Dichlorodifluoromethane,2.7,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,4821 13th Ave S,Minneapolis,MN,55418
-93.256189686,44.915670447,1415,Aug14,1271Aug14,Ethanol,10.8,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,4821 13th Ave S,Minneapolis,MN,55418
-93.256189686,44.915670447,1416,Aug14,1271Aug14,Methylene Chloride,0.5,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,4821 13th Ave S,Minneapolis,MN,55418
-93.256189686,44.915670447,1417,Aug14,1271Aug14,n-Heptane,0.94,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,4821 13th Ave S,Minneapolis,MN,55418
-93.256189686,44.915670447,1418,Aug14,1271Aug14,Toluene,1.2,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,4821 13th Ave S,Minneapolis,MN,55418
-93.256189686,44.915670447,1419,Aug14,1271Aug14,Trichlorofluoromethane,1,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,4821 13th Ave S,Minneapolis,MN,55418
-93.2995543219999,45.0240092830001,1420,Aug14,1275Aug14,2-Butanone (MEK),1.6,ug/m3,78-93-3,10000,ug/m3,HRV,Folwell Park Community Center,MPRB,1615 Dowling Ave N,Minneapolis,MN,55412
-93.2995543219999,45.0240092830001,1421,Aug14,1275Aug14,Acetone,7.6,ug/m3,67-64-1,590000,ug/m3,REL,Folwell Park Community Center,MPRB,1615 Dowling Ave N,Minneapolis,MN,55412
-93.2995543219999,45.0240092830001,1422,Aug14,1275Aug14,Dichlorodifluoromethane,3.3,ug/m3,75-71-8,4950000,ug/m3,REL,Folwell Park Community Center,MPRB,1615 Dowling Ave N,Minneapolis,MN,55412
-93.2995543219999,45.0240092830001,1423,Aug14,1275Aug14,Ethanol,6.3,ug/m3,64-17-5,1900000,ug/m3,REL,Folwell Park Community Center,MPRB,1615 Dowling Ave N,Minneapolis,MN,55412
-93.2995543219999,45.0240092830001,1424,Aug14,1275Aug14,Methylene Chloride,2.8,ug/m3,75-09-2,20,ug/m3,HRV,Folwell Park Community Center,MPRB,1615 Dowling Ave N,Minneapolis,MN,55412
-93.2995543219999,45.0240092830001,1425,Aug14,1275Aug14,n-Heptane,0.93,ug/m3,142-82-5,350000,ug/m3,REL,Folwell Park Community Center,MPRB,1615 Dowling Ave N,Minneapolis,MN,55412
-93.2995543219999,45.0240092830001,1426,Aug14,1275Aug14,Toluene,1.1,ug/m3,108-88-3,400,ug/m3,HRV,Folwell Park Community Center,MPRB,1615 Dowling Ave N,Minneapolis,MN,55412
-93.2995543219999,45.0240092830001,1427,Aug14,1275Aug14,Trichlorofluoromethane,1.1,ug/m3,75-69-4,5600000,ug/m3,REL,Folwell Park Community Center,MPRB,1615 Dowling Ave N,Minneapolis,MN,55412
-93.266365542,44.9793881140001,1428,Aug14,1470Aug14,"1,2,4-Trimethylbenzene",1.4,ug/m3,95-63-6,0,N/A,N/A,,Volunteer,309 2nd Ave S,Minneapolis,MN,55401
-93.266365542,44.9793881140001,1429,Aug14,1470Aug14,Acetone,6,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,309 2nd Ave S,Minneapolis,MN,55401
-93.266365542,44.9793881140001,1430,Aug14,1470Aug14,Benzene,0.72,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,309 2nd Ave S,Minneapolis,MN,55401
-93.266365542,44.9793881140001,1431,Aug14,1470Aug14,Chloromethane,0.82,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,309 2nd Ave S,Minneapolis,MN,55401
-93.266365542,44.9793881140001,1432,Aug14,1470Aug14,Dichlorodifluoromethane,1.7,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,309 2nd Ave S,Minneapolis,MN,55401
-93.266365542,44.9793881140001,1433,Aug14,1470Aug14,Ethanol,12.7,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,309 2nd Ave S,Minneapolis,MN,55401
-93.266365542,44.9793881140001,1434,Aug14,1470Aug14,m&p-Xylene,1.3,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,309 2nd Ave S,Minneapolis,MN,55401
-93.266365542,44.9793881140001,1435,Aug14,1470Aug14,n-Hexane,0.65,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,309 2nd Ave S,Minneapolis,MN,55401
-93.266365542,44.9793881140001,1436,Aug14,1470Aug14,o-Xylene,0.82,ug/m3,95-47-6,0,N/A,N/A,,Volunteer,309 2nd Ave S,Minneapolis,MN,55401
-93.266365542,44.9793881140001,1437,Aug14,1470Aug14,Tetrachloroethene,1.2,ug/m3,127-18-4,20,ug/m3,RAA,,Volunteer,309 2nd Ave S,Minneapolis,MN,55401
-93.266365542,44.9793881140001,1438,Aug14,1470Aug14,Toluene,1.2,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,309 2nd Ave S,Minneapolis,MN,55401
-93.266365542,44.9793881140001,1439,Aug14,1470Aug14,Trichlorofluoromethane,1.6,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,309 2nd Ave S,Minneapolis,MN,55401
-93.315832445,45.0061130350001,1440,Aug14,1511Aug14,2-Butanone (MEK),0.85,ug/m3,78-93-3,10000,ug/m3,HRV,Theodore Wirth Park duplicate,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
-93.315832445,45.0061130350001,1441,Aug14,1511Aug14,Acetone,6.2,ug/m3,67-64-1,590000,ug/m3,REL,Theodore Wirth Park duplicate,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
-93.315832445,45.0061130350001,1442,Aug14,1511Aug14,Dichlorodifluoromethane,2.8,ug/m3,75-71-8,4950000,ug/m3,REL,Theodore Wirth Park duplicate,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
-93.315832445,45.0061130350001,1443,Aug14,1511Aug14,Ethanol,6.7,ug/m3,64-17-5,1900000,ug/m3,REL,Theodore Wirth Park duplicate,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
-93.315832445,45.0061130350001,1444,Aug14,1511Aug14,Methylene Chloride,3.9,ug/m3,75-09-2,20,ug/m3,HRV,Theodore Wirth Park duplicate,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
-93.315832445,45.0061130350001,1445,Aug14,1511Aug14,Propylene,1.2,ug/m3,115-07-1,1050000,ug/m3,REL,Theodore Wirth Park duplicate,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
-93.315832445,45.0061130350001,1446,Aug14,1511Aug14,Toluene,1.1,ug/m3,108-88-3,400,ug/m3,HRV,Theodore Wirth Park duplicate,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
-93.320875673,44.948499057,1447,Aug14,1524Aug14,2-Butanone (MEK),0.86,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875673,44.948499057,1448,Aug14,1524Aug14,Acetone,19.6,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875673,44.948499057,1449,Aug14,1524Aug14,Dichlorodifluoromethane,2.6,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875673,44.948499057,1450,Aug14,1524Aug14,Ethanol,23.5,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875673,44.948499057,1451,Aug14,1524Aug14,n-Heptane,1.3,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875673,44.948499057,1452,Aug14,1524Aug14,Toluene,1.3,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.320875673,44.948499057,1453,Aug14,1524Aug14,Trichlorofluoromethane,1.2,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416
-93.2918597779999,45.020469265,1454,Aug14,1525Aug14,"1,2,4-Trimethylbenzene",27,ug/m3,95-63-6,0,N/A,N/A,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1455,Aug14,1525Aug14,"1,3,5-Trimethylbenzene",6,ug/m3,108-67-8,125000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1456,Aug14,1525Aug14,2-Hexanone,0.87,ug/m3,591-78-6,4000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1457,Aug14,1525Aug14,4-Ethyltoluene,8.7,ug/m3,622-96-8,4000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1458,Aug14,1525Aug14,4-Methyl-2-pentanone (MIBK),6.6,ug/m3,108-10-1,205000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1459,Aug14,1525Aug14,Acetone,21.6,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1460,Aug14,1525Aug14,Benzene,20.3,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1461,Aug14,1525Aug14,Carbon disulfide,0.56,ug/m3,75-15-0,700,ug/m3,HRV,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1462,Aug14,1525Aug14,Cyclohexane,15.3,ug/m3,110-82-7,1050000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1463,Aug14,1525Aug14,Dichlorodifluoromethane,2.9,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1464,Aug14,1525Aug14,Ethanol,197,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1465,Aug14,1525Aug14,Ethylbenzene,13.8,ug/m3,100-41-4,10000,ug/m3,HRV,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1466,Aug14,1525Aug14,m&p-Xylene,64.8,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1467,Aug14,1525Aug14,Naphthalene,127,ug/m3,91-20-3,9,ug/m3,HRV,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1468,Aug14,1525Aug14,n-Heptane,15.1,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1469,Aug14,1525Aug14,n-Hexane,42.7,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1470,Aug14,1525Aug14,o-Xylene,22.2,ug/m3,95-47-6,0,N/A,N/A,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1471,Aug14,1525Aug14,Propylene,3.9,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1472,Aug14,1525Aug14,Toluene,97.8,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.2918597779999,45.020469265,1473,Aug14,1525Aug14,Trichlorofluoromethane,1,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,3601 Colfax Ave N,Minneapolis,MN,55412
-93.222550026,44.989651488,1474,Aug14,1571Aug14,"1,2,4-Trimethylbenzene",0.87,ug/m3,95-63-6,0,N/A,N/A,SE Como Sponsored 2,Sponsored,2100 Talmage Ave SE,Minneapolis,MN,55414
-93.222550026,44.989651488,1475,Aug14,1571Aug14,2-Butanone (MEK),3.2,ug/m3,78-93-3,10000,ug/m3,HRV,SE Como Sponsored 2,Sponsored,2100 Talmage Ave SE,Minneapolis,MN,55414
-93.222550026,44.989651488,1476,Aug14,1571Aug14,Acetone,11.5,ug/m3,67-64-1,590000,ug/m3,REL,SE Como Sponsored 2,Sponsored,2100 Talmage Ave SE,Minneapolis,MN,55414
-93.222550026,44.989651488,1477,Aug14,1571Aug14,Carbon disulfide,1.2,ug/m3,75-15-0,700,ug/m3,HRV,SE Como Sponsored 2,Sponsored,2100 Talmage Ave SE,Minneapolis,MN,55414
-93.222550026,44.989651488,1478,Aug14,1571Aug14,Dichlorodifluoromethane,3,ug/m3,75-71-8,4950000,ug/m3,REL,SE Como Sponsored 2,Sponsored,2100 Talmage Ave SE,Minneapolis,MN,55414
-93.222550026,44.989651488,1479,Aug14,1571Aug14,Ethanol,70.5,ug/m3,64-17-5,1900000,ug/m3,REL,SE Como Sponsored 2,Sponsored,2100 Talmage Ave SE,Minneapolis,MN,55414
-93.222550026,44.989651488,1480,Aug14,1571Aug14,m&p-Xylene,1.2,ug/m3,179601-23-1,350000,ug/m3,REL,SE Como Sponsored 2,Sponsored,2100 Talmage Ave SE,Minneapolis,MN,55414
-93.222550026,44.989651488,1481,Aug14,1571Aug14,Methylene Chloride,2.6,ug/m3,75-09-2,20,ug/m3,HRV,SE Como Sponsored 2,Sponsored,2100 Talmage Ave SE,Minneapolis,MN,55414
-93.222550026,44.989651488,1482,Aug14,1571Aug14,n-Heptane,1.5,ug/m3,142-82-5,350000,ug/m3,REL,SE Como Sponsored 2,Sponsored,2100 Talmage Ave SE,Minneapolis,MN,55414
-93.222550026,44.989651488,1483,Aug14,1571Aug14,Toluene,2.5,ug/m3,108-88-3,400,ug/m3,HRV,SE Como Sponsored 2,Sponsored,2100 Talmage Ave SE,Minneapolis,MN,55414
-93.222550026,44.989651488,1484,Aug14,1571Aug14,Trichlorofluoromethane,1.3,ug/m3,75-69-4,5600000,ug/m3,REL,SE Como Sponsored 2,Sponsored,2100 Talmage Ave SE,Minneapolis,MN,55414
-93.216580054,44.9689161760001,1485,Aug14,1590Aug14,Acetone,17.8,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,70 Arthur Ave SE,Minneapolis,MN,55414
-93.216580054,44.9689161760001,1486,Aug14,1590Aug14,Chloromethane,1.8,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,70 Arthur Ave SE,Minneapolis,MN,55414
-93.216580054,44.9689161760001,1487,Aug14,1590Aug14,Ethanol,8,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,70 Arthur Ave SE,Minneapolis,MN,55414
-93.216580054,44.9689161760001,1488,Aug14,1590Aug14,Methylene Chloride,2.5,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,70 Arthur Ave SE,Minneapolis,MN,55414
-93.216580054,44.9689161760001,1489,Aug14,1590Aug14,Tetrachloroethene,1.5,ug/m3,127-18-4,20,ug/m3,RAA,,Volunteer,70 Arthur Ave SE,Minneapolis,MN,55414
-93.216580054,44.9689161760001,1490,Aug14,1590Aug14,Toluene,1.4,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,70 Arthur Ave SE,Minneapolis,MN,55414
-93.265149885,45.035259954,1491,Aug14,1591Aug14,2-Butanone (MEK),0.62,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,3654 2 1/2 St NE,Minneapolis,MN,55418
-93.265149885,45.035259954,1492,Aug14,1591Aug14,Acetone,8.9,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3654 2 1/2 St NE,Minneapolis,MN,55418
-93.265149885,45.035259954,1493,Aug14,1591Aug14,Dichlorodifluoromethane,2.9,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3654 2 1/2 St NE,Minneapolis,MN,55418
-93.265149885,45.035259954,1494,Aug14,1591Aug14,Ethanol,8.9,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3654 2 1/2 St NE,Minneapolis,MN,55418
-93.265149885,45.035259954,1495,Aug14,1591Aug14,Methylene Chloride,14.9,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,3654 2 1/2 St NE,Minneapolis,MN,55418
-93.265149885,45.035259954,1496,Aug14,1591Aug14,n-Heptane,1,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,3654 2 1/2 St NE,Minneapolis,MN,55418
-93.265149885,45.035259954,1497,Aug14,1591Aug14,Propylene,1.1,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,3654 2 1/2 St NE,Minneapolis,MN,55418
-93.265149885,45.035259954,1498,Aug14,1591Aug14,Toluene,1.2,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,3654 2 1/2 St NE,Minneapolis,MN,55418
-93.23913021,44.9555969520001,1499,Aug14,1658Aug14,2-Butanone (MEK),1.8,ug/m3,78-93-3,10000,ug/m3,HRV,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,1500,Aug14,1658Aug14,Acetone,14.3,ug/m3,67-64-1,590000,ug/m3,REL,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,1501,Aug14,1658Aug14,Chlorobenzene,0.87,ug/m3,108-90-7,350000,ug/m3,PEL,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,1502,Aug14,1658Aug14,Cyclohexane,0.77,ug/m3,110-82-7,1050000,ug/m3,REL,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,1503,Aug14,1658Aug14,Dichlorodifluoromethane,2.7,ug/m3,75-71-8,4950000,ug/m3,REL,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,1504,Aug14,1658Aug14,Ethanol,21.3,ug/m3,64-17-5,1900000,ug/m3,REL,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,1505,Aug14,1658Aug14,Methylene Chloride,4.3,ug/m3,75-09-2,20,ug/m3,HRV,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,1506,Aug14,1658Aug14,n-Heptane,1,ug/m3,142-82-5,350000,ug/m3,REL,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,1507,Aug14,1658Aug14,n-Hexane,0.56,ug/m3,110-54-3,2000,ug/m3,HRV,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,1508,Aug14,1658Aug14,Toluene,7.2,ug/m3,108-88-3,400,ug/m3,HRV,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,55406
-93.23913021,44.9555969520001,1509,Aug14,1658Aug14,Trichlorofluoromethane,1.1,ug/m3,75-69-4,5600000,ug/m3,REL,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,55406
-93.2274287879999,44.9638553550001,1510,Aug14,1686Aug14,2-Butanone (MEK),2.8,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.2274287879999,44.9638553550001,1511,Aug14,1686Aug14,Acetone,11.3,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.2274287879999,44.9638553550001,1512,Aug14,1686Aug14,Dichlorodifluoromethane,2.9,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.2274287879999,44.9638553550001,1513,Aug14,1686Aug14,Ethanol,16,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.2274287879999,44.9638553550001,1514,Aug14,1686Aug14,m&p-Xylene,0.74,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.2274287879999,44.9638553550001,1515,Aug14,1686Aug14,n-Heptane,1.4,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.2274287879999,44.9638553550001,1516,Aug14,1686Aug14,Toluene,1.5,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.2274287879999,44.9638553550001,1517,Aug14,1686Aug14,Trichloroethene,1.2,ug/m3,79-01-6,3,ug/m3,HRV,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.2274287879999,44.9638553550001,1518,Aug14,1686Aug14,Trichlorofluoromethane,1.3,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.224743971,44.935359426,1519,Aug14,2023Aug14,"1,2,4-Trimethylbenzene",1.8,ug/m3,95-63-6,0,N/A,N/A,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1520,Aug14,2023Aug14,2-Butanone (MEK),6.8,ug/m3,78-93-3,10000,ug/m3,HRV,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1521,Aug14,2023Aug14,2-Propanol,2,ug/m3,67-63-0,980000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1522,Aug14,2023Aug14,Acetone,32.8,ug/m3,67-64-1,590000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1523,Aug14,2023Aug14,Benzene,0.87,ug/m3,71-43-2,1.3,ug/m3,HRV,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1524,Aug14,2023Aug14,Chloromethane,0.85,ug/m3,74-87-3,206544,ug/m3,PEL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1525,Aug14,2023Aug14,Dichlorodifluoromethane,1.8,ug/m3,75-71-8,4950000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1526,Aug14,2023Aug14,Ethanol,15.4,ug/m3,64-17-5,1900000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1527,Aug14,2023Aug14,Ethylbenzene,1.5,ug/m3,100-41-4,10000,ug/m3,HRV,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1528,Aug14,2023Aug14,m&p-Xylene,2.3,ug/m3,179601-23-1,350000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1529,Aug14,2023Aug14,Methylene Chloride,2.1,ug/m3,75-09-2,20,ug/m3,HRV,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1530,Aug14,2023Aug14,n-Heptane,1.3,ug/m3,142-82-5,350000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1531,Aug14,2023Aug14,o-Xylene,1.3,ug/m3,95-47-6,0,N/A,N/A,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1532,Aug14,2023Aug14,Toluene,9.9,ug/m3,108-88-3,400,ug/m3,HRV,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1533,Aug14,2023Aug14,Trichlorofluoromethane,1.6,ug/m3,75-69-4,5600000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.224743971,44.935359426,1534,Aug14,2023Aug14,Vinyl acetate,2.5,ug/m3,108-05-4,200,ug/m3,HRV,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406
-93.312012035,44.9975895580001,1535,Aug14,2024Aug14,Acetone,12.2,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,1718 Sheridan Ave N,Minneapolis,MN,55411
-93.312012035,44.9975895580001,1536,Aug14,2024Aug14,Chloromethane,0.98,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,1718 Sheridan Ave N,Minneapolis,MN,55411
-93.312012035,44.9975895580001,1537,Aug14,2024Aug14,Ethanol,7,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,1718 Sheridan Ave N,Minneapolis,MN,55411
-93.312012035,44.9975895580001,1538,Aug14,2024Aug14,Toluene,1.8,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,1718 Sheridan Ave N,Minneapolis,MN,55411
-93.2600521909999,44.9532993020001,1539,Aug14,2036Aug14,2-Butanone (MEK),1.2,ug/m3,78-93-3,10000,ug/m3,HRV,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407
-93.2600521909999,44.9532993020001,1540,Aug14,2036Aug14,Acetone,8.5,ug/m3,67-64-1,590000,ug/m3,REL,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407
-93.2600521909999,44.9532993020001,1541,Aug14,2036Aug14,Chlorobenzene,0.78,ug/m3,108-90-7,350000,ug/m3,PEL,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407
-93.2600521909999,44.9532993020001,1542,Aug14,2036Aug14,Dichlorodifluoromethane,2.7,ug/m3,75-71-8,4950000,ug/m3,REL,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407
-93.2600521909999,44.9532993020001,1543,Aug14,2036Aug14,Ethanol,12.6,ug/m3,64-17-5,1900000,ug/m3,REL,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407
-93.2600521909999,44.9532993020001,1544,Aug14,2036Aug14,Methylene Chloride,1.3,ug/m3,75-09-2,20,ug/m3,HRV,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407
-93.2600521909999,44.9532993020001,1545,Aug14,2036Aug14,n-Heptane,1.5,ug/m3,142-82-5,350000,ug/m3,REL,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407
-93.2600521909999,44.9532993020001,1546,Aug14,2036Aug14,Toluene,1.1,ug/m3,108-88-3,400,ug/m3,HRV,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407
